dataset_key,panel_label,method_key,method_label,group,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,row_name,row_model,row_source_file,metric_source_file
crowspairs,CrowS-Pairs,debias_nlg,DebiasNLG,baseline,stereotype_preference_pct,Stereotype preference %,50,9.42,40.58,debias_nlg,llama_8b_debias_nlg_crowspairs_all,results/3_baselines/debias_nlg/crowspairs/crowspairs_metrics_overall_llama_8b_debias_nlg.csv,results/3_baselines/debias_nlg/crowspairs/crowspairs_metrics_overall_llama_8b_debias_nlg.csv
crowspairs,CrowS-Pairs,reduce_social_bias,Reduce Social Bias,baseline,stereotype_preference_pct,Stereotype preference %,50,66.51,16.51,reduce_social_bias,llama_8b_reduce_social_bias_hp_system2_cot_debias,results/3_baselines/reduce_social_bias/crowspairs/crowspairs_metrics_overall_llama_8b_reduce_social_bias.csv,results/3_baselines/reduce_social_bias/crowspairs/crowspairs_metrics_overall_llama_8b_reduce_social_bias.csv
crowspairs,CrowS-Pairs,self_debiasing_reprompting,SelfDebias: Reprompt,baseline,stereotype_preference_pct,Stereotype preference %,50,46.75,3.25,self_debiasing_reprompting,llama_8b_selfdebiasing_reprompting,results/3_baselines/self_debiasing/crowspairs/crows_pairs_metrics_overall_llama_8b_selfdebiasing_reprompting.csv,results/3_baselines/self_debiasing/crowspairs/crows_pairs_metrics_overall_llama_8b_selfdebiasing_reprompting.csv
crowspairs,CrowS-Pairs,diy_instruction_tune,DIY IT,diy_tune,stereotype_preference_pct,Stereotype preference %,50,64.19,14.19,m3_finetune_llama_ms500,m3_finetune_allstrat,results/new_results/m3_finetune_llama_ms500/evalshared/crows_pairs_metrics_overall_m3_finetune_allstrat.csv,results/new_results/m3_finetune_llama_ms500/evalshared/crows_pairs_metrics_overall_m3_finetune_allstrat.csv
crowspairs,CrowS-Pairs,diy_twopass,DIY Two Pass (No IT),diy_twopass,stereotype_preference_pct,Stereotype preference %,50,45.82,4.18,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
crowspairs,CrowS-Pairs,diy_tune_twopass,DIY Two Pass (IT),diy_combo,stereotype_preference_pct,Stereotype preference %,50,49.14,0.86,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv
stereoset,StereoSet,base,Base Model,base,SS Score,SS Score overall,50,58.2905,8.29053,llama_8b_base,llama_8b,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/stereoset_metrics_llama_8b.csv,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/stereoset_metrics_llama_8b.csv
stereoset,StereoSet,icl,ICL,icl,SS Score,SS Score overall,50,50.2043,0.204296,m4_base_icl_zero,m4_baseicl_zero_llama8b_allstrat,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/stereoset_metrics_m4_baseicl_zero_llama8b_allstrat_stereoset.csv,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/stereoset_metrics_m4_baseicl_zero_llama8b_allstrat_stereoset.csv
stereoset,StereoSet,bba,BBA,baseline,SS Score,SS Score overall,50,61.1298,11.1298,bba,llama_8b_bba_stereoset_all,results/3_baselines/bba/stereoset/stereoset_eval_llama_8b_bba.csv,results/3_baselines/bba/stereoset/stereoset_eval_llama_8b_bba.csv
stereoset,StereoSet,cal,CAL,baseline,SS Score,SS Score overall,50,59.8643,9.86432,cal,llama_8b_cal_stereoset_all,results/3_baselines/cal/stereoset/stereoset_eval_llama_8b_cal.csv,results/3_baselines/cal/stereoset/stereoset_eval_llama_8b_cal.csv
stereoset,StereoSet,fairsteer,FairSteer,baseline,SS Score,SS Score overall,50,60.1904,10.1904,fairsteer,llama_8b_fairsteer_steered,results/3_baselines/fairsteer/stereoset/stereoset_eval_llama_8b_fairsteer.csv,results/3_baselines/fairsteer/stereoset/stereoset_eval_llama_8b_fairsteer.csv
stereoset,StereoSet,biasedit,BiasEdit,baseline,SS Score,SS Score overall,50,56.9525,6.95246,biasedit,llama_8b_biasedit_stereoset_all,results/3_baselines/biasedit/stereoset/stereoset_eval_llama_8b_biasedit.csv,results/3_baselines/biasedit/stereoset/stereoset_eval_llama_8b_biasedit.csv
stereoset,StereoSet,lftf,LFTF,baseline,SS Score,SS Score overall,50,60.2198,10.2198,lftf,llama_8b_lftf,results/3_baselines/lftf/stereoset/stereoset_eval_llama_8b_lftf.csv,results/3_baselines/lftf/stereoset/stereoset_eval_llama_8b_lftf.csv
stereoset,StereoSet,dpo,DPO,baseline,SS Score,SS Score overall,50,15.4814,34.5186,dpo,llama_8b_dpo_stereoset_all,results/3_baselines/dpo/stereoset/stereoset_eval_llama_8b_dpo.csv,results/3_baselines/dpo/stereoset/stereoset_eval_llama_8b_dpo.csv
stereoset,StereoSet,peft,PEFT,baseline,SS Score,SS Score overall,50,56.9525,6.95246,peft,llama_8b_peft_stereoset_all,results/3_baselines/peft/stereoset/stereoset_eval_llama_8b_peft.csv,results/3_baselines/peft/stereoset/stereoset_eval_llama_8b_peft.csv
stereoset,StereoSet,debias_llms,DebiasLLMs,baseline,SS Score,SS Score overall,50,46.7368,3.26316,debias_llms,llama_8b_debias_llms_stereoset_all,results/3_baselines/debias_llms/stereoset/stereoset_eval_llama_8b_debias_llms.csv,results/3_baselines/debias_llms/stereoset/stereoset_eval_llama_8b_debias_llms.csv
stereoset,StereoSet,debias_nlg,DebiasNLG,baseline,SS Score,SS Score overall,50,14.8975,35.1025,debias_nlg,llama_8b_debias_nlg_stereoset_all,results/3_baselines/debias_nlg/stereoset/stereoset_eval_llama_8b_debias_nlg.csv,results/3_baselines/debias_nlg/stereoset/stereoset_eval_llama_8b_debias_nlg.csv
stereoset,StereoSet,reduce_social_bias,Reduce Social Bias,baseline,SS Score,SS Score overall,50,60.7402,10.7402,reduce_social_bias,llama_8b_reduce_social_bias_hp_system2_cot_debias,results/3_baselines/reduce_social_bias/stereoset/stereoset_eval_llama_8b_reduce_social_bias.csv,results/3_baselines/reduce_social_bias/stereoset/stereoset_eval_llama_8b_reduce_social_bias.csv
stereoset,StereoSet,self_debiasing_reprompting,SelfDebias: Reprompt,baseline,SS Score,SS Score overall,50,45.1993,4.80072,self_debiasing_reprompting,llama_8b_selfdebiasing_reprompting,results/3_baselines/self_debiasing/stereoset/stereoset_metrics_llama_8b_selfdebiasing_reprompting.csv,results/3_baselines/self_debiasing/stereoset/stereoset_metrics_llama_8b_selfdebiasing_reprompting.csv
stereoset,StereoSet,diy_instruction_tune,DIY IT,diy_tune,SS Score,SS Score overall,50,56.9223,6.92228,m3_finetune_llama_ms500,m3_finetune_allstrat,results/new_results/m3_finetune_llama_ms500/evalshared/stereoset_metrics_m3_finetune_allstrat.csv,results/new_results/m3_finetune_llama_ms500/evalshared/stereoset_metrics_m3_finetune_allstrat.csv
stereoset,StereoSet,diy_twopass,DIY Two Pass (No IT),diy_twopass,SS Score,SS Score overall,50,45.1129,4.88712,m6_self_debiasing,m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/stereoset/stereoset_metrics_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__base__all_strategies/stereoset/stereoset_metrics_m6_two_pass__base__all_strategies_self_debias_two_pass_all_strategies.csv
stereoset,StereoSet,diy_tune_twopass,DIY Two Pass (IT),diy_combo,SS Score,SS Score overall,50,43.8702,6.12982,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/stereoset/stereoset_metrics_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv,results/new_results/m6_self_debiasing/m6sd_20260324_twopass_zero_allstrategies_truncfix/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/stereoset/stereoset_metrics_m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies_self_debias_two_pass_all_strategies.csv
bbq,BBQ Ambig.,base,Base Model,base,Bias_score_ambig,Bias score ambig.,0,7.39,7.39,llama_8b_base,llama_8b,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv
bbq,BBQ Ambig.,icl,ICL,icl,Bias_score_ambig,Bias score ambig.,0,4.056,4.056,m4_base_icl_zero,m4_baseicl_zero_llama8b_allstrat,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_allstrat_bbq.csv,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_allstrat_bbq.csv
bbq,BBQ Ambig.,bba,BBA,baseline,Bias_score_ambig,Bias score ambig.,0,22.433,22.433,bba,llama_8b_bba_bbq_all,results/3_baselines/bba/bbq/bbq_eval_llama_8b_bba.csv,results/3_baselines/bba/bbq/bbq_eval_llama_8b_bba.csv
bbq,BBQ Ambig.,cal,CAL,baseline,Bias_score_ambig,Bias score ambig.,0,2.13,2.13,cal,llama_8b_cal_bbq_all,results/3_baselines/cal/bbq/bbq_eval_llama_8b_cal.csv,results/3_baselines/cal/bbq/bbq_eval_llama_8b_cal.csv
bbq,BBQ Ambig.,fairsteer,FairSteer,baseline,Bias_score_ambig,Bias score ambig.,0,22.7943,22.7943,fairsteer,Age,results/3_baselines/fairsteer/bbq/bbq_eval_llama_8b_fairsteer_all.csv,mean_abs_category:results/3_baselines/fairsteer/bbq/bbq_eval_llama_8b_fairsteer_all.csv
bbq,BBQ Ambig.,biasedit,BiasEdit,baseline,Bias_score_ambig,Bias score ambig.,0,2.1,2.1,biasedit,Age,results/3_baselines/biasedit/bbq/bbq_eval_llama_8b_biasedit_all.csv,results/3_baselines/biasedit/bbq/bbq_eval_llama_8b_biasedit_all.csv
bbq,BBQ Ambig.,lftf,LFTF,baseline,Bias_score_ambig,Bias score ambig.,0,24.3502,24.3502,lftf,Age,results/3_baselines/lftf/bbq/bbq_eval_llama_8b_lftf_all.csv,mean_abs_category:results/3_baselines/lftf/bbq/bbq_eval_llama_8b_lftf_all.csv
bbq,BBQ Ambig.,dpo,DPO,baseline,Bias_score_ambig,Bias score ambig.,0,0.598,0.598,dpo,,results/3_baselines/dpo/bbq/bbq_eval_llama_8b_dpo_all.csv,mean_abs_category:results/3_baselines/dpo/bbq/bbq_eval_llama_8b_dpo_all.csv
bbq,BBQ Ambig.,peft,PEFT,baseline,Bias_score_ambig,Bias score ambig.,0,0.7,0.7,peft,Age,results/3_baselines/peft/bbq/bbq_eval_llama_8b_peft_all.csv,results/3_baselines/peft/bbq/bbq_eval_llama_8b_peft_all.csv
bbq,BBQ Ambig.,debias_llms,DebiasLLMs,baseline,Bias_score_ambig,Bias score ambig.,0,0.013,0.013,debias_llms,llama_8b_debias_llms_bbq_all,results/3_baselines/debias_llms/bbq/bbq_eval_llama_8b_debias_llms.csv,results/3_baselines/debias_llms/bbq/bbq_eval_llama_8b_debias_llms.csv
bbq,BBQ Ambig.,debias_nlg,DebiasNLG,baseline,Bias_score_ambig,Bias score ambig.,0,10.977,10.977,debias_nlg,llama_70b_debias_nlg_bbq_all,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/bbq/bbq_eval_llama_70b_debias_nlg.csv,results/11_baselines_llama70b/baselines_llama70b_sep_20260414_001337/debias_nlg/bbq/bbq_eval_llama_70b_debias_nlg.csv
bbq,BBQ Ambig.,reduce_social_bias,Reduce Social Bias,baseline,Bias_score_ambig,Bias score ambig.,0,7.042,7.042,reduce_social_bias,llama_8b_reduce_social_bias_hp_system2_cot_debias,results/3_baselines/reduce_social_bias/bbq/bbq_eval_llama_8b_reduce_social_bias.csv,results/3_baselines/reduce_social_bias/bbq/bbq_eval_llama_8b_reduce_social_bias.csv
bbq,BBQ Ambig.,self_debiasing_reprompting,SelfDebias: Reprompt,baseline,Bias_score_ambig,Bias score ambig.,0,11.0931,11.0931,self_debiasing_reprompting,Sexual_orientation,results/3_baselines/self_debiasing/bbq/bbq_eval_llama_8b_selfdebiasing_Sexual_orientation.csv (+8 split files),mean_abs_category:results/3_baselines/self_debiasing/bbq
bbq,BBQ Ambig.,diy_instruction_tune,DIY IT,diy_tune,Bias_score_ambig,Bias score ambig.,0,4.448,4.448,m3_finetune_llama_ms500,m3_finetune_allstrat:m3_finetune_allstrat_instr_off_ALL,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat.csv,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat.csv
bbq,BBQ Ambig.,diy_twopass,DIY Two Pass (No IT),diy_twopass,Bias_score_ambig,Bias score ambig.,0,2.281,2.281,m6_self_debiasing,m6_two_pass__base__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__base__all_strategies/bbq/bbq_metrics.csv,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__base__all_strategies/bbq
bbq,BBQ Ambig.,diy_tune_twopass,DIY Two Pass (IT),diy_combo,Bias_score_ambig,Bias score ambig.,0,1.604,1.604,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/bbq/bbq_metrics.csv,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/bbq
bbq,BBQ Disambig.,base,Base Model,base,Bias_score_disambig,Bias score disambig.,0,3.047,3.047,llama_8b_base,llama_8b,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/bbq/bbq_metrics_baseline_evalshared_all_20260306_1249.csv
bbq,BBQ Disambig.,icl,ICL,icl,Bias_score_disambig,Bias score disambig.,0,1.468,1.468,m4_base_icl_zero,m4_baseicl_zero_llama8b_allstrat,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_allstrat_bbq.csv,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/bbq/bbq_metrics_m4_baseicl_zero_llama8b_allstrat_bbq.csv
bbq,BBQ Disambig.,bba,BBA,baseline,Bias_score_disambig,Bias score disambig.,0,3.263,3.263,bba,llama_8b_bba_bbq_all,results/3_baselines/bba/bbq/bbq_eval_llama_8b_bba.csv,results/3_baselines/bba/bbq/bbq_eval_llama_8b_bba.csv
bbq,BBQ Disambig.,cal,CAL,baseline,Bias_score_disambig,Bias score disambig.,0,6.85,6.85,cal,llama_8b_cal_bbq_all,results/3_baselines/cal/bbq/bbq_eval_llama_8b_cal.csv,results/3_baselines/cal/bbq/bbq_eval_llama_8b_cal.csv
bbq,BBQ Disambig.,fairsteer,FairSteer,baseline,Bias_score_disambig,Bias score disambig.,0,5.95744,5.95744,fairsteer,Age,results/3_baselines/fairsteer/bbq/bbq_eval_llama_8b_fairsteer_all.csv,mean_abs_category:results/3_baselines/fairsteer/bbq/bbq_eval_llama_8b_fairsteer_all.csv
bbq,BBQ Disambig.,biasedit,BiasEdit,baseline,Bias_score_disambig,Bias score disambig.,0,5.9,5.9,biasedit,Age,results/3_baselines/biasedit/bbq/bbq_eval_llama_8b_biasedit_all.csv,results/3_baselines/biasedit/bbq/bbq_eval_llama_8b_biasedit_all.csv
bbq,BBQ Disambig.,lftf,LFTF,baseline,Bias_score_disambig,Bias score disambig.,0,5.48978,5.48978,lftf,Age,results/3_baselines/lftf/bbq/bbq_eval_llama_8b_lftf_all.csv,mean_abs_category:results/3_baselines/lftf/bbq/bbq_eval_llama_8b_lftf_all.csv
bbq,BBQ Disambig.,dpo,DPO,baseline,Bias_score_disambig,Bias score disambig.,0,35.475,35.475,dpo,,results/3_baselines/dpo/bbq/bbq_eval_llama_8b_dpo_all.csv,mean_abs_category:results/3_baselines/dpo/bbq/bbq_eval_llama_8b_dpo_all.csv
bbq,BBQ Disambig.,peft,PEFT,baseline,Bias_score_disambig,Bias score disambig.,0,6.1,6.1,peft,Age,results/3_baselines/peft/bbq/bbq_eval_llama_8b_peft_all.csv,results/3_baselines/peft/bbq/bbq_eval_llama_8b_peft_all.csv
bbq,BBQ Disambig.,debias_llms,DebiasLLMs,baseline,Bias_score_disambig,Bias score disambig.,0,-0.047,0.047,debias_llms,llama_8b_debias_llms_bbq_all,results/3_baselines/debias_llms/bbq/bbq_eval_llama_8b_debias_llms.csv,results/3_baselines/debias_llms/bbq/bbq_eval_llama_8b_debias_llms.csv
bbq,BBQ Disambig.,debias_nlg,DebiasNLG,baseline,Bias_score_disambig,Bias score disambig.,0,0.243,0.243,debias_nlg,llama_8b_debias_nlg_bbq_all,results/3_baselines/debias_nlg/bbq/bbq_eval_llama_8b_debias_nlg.csv,results/3_baselines/debias_nlg/bbq/bbq_eval_llama_8b_debias_nlg.csv
bbq,BBQ Disambig.,reduce_social_bias,Reduce Social Bias,baseline,Bias_score_disambig,Bias score disambig.,0,5.114,5.114,reduce_social_bias,llama_8b_reduce_social_bias_hp_system2_cot_debias,results/3_baselines/reduce_social_bias/bbq/bbq_eval_llama_8b_reduce_social_bias.csv,results/3_baselines/reduce_social_bias/bbq/bbq_eval_llama_8b_reduce_social_bias.csv
bbq,BBQ Disambig.,self_debiasing_reprompting,SelfDebias: Reprompt,baseline,Bias_score_disambig,Bias score disambig.,0,4.95,4.95,self_debiasing_reprompting,Sexual_orientation,results/3_baselines/self_debiasing/bbq/bbq_eval_llama_8b_selfdebiasing_Sexual_orientation.csv (+8 split files),mean_abs_category:results/3_baselines/self_debiasing_bbq_disambig/bbq_eval_llama_8b_selfdebiasing_all.csv
bbq,BBQ Disambig.,diy_instruction_tune,DIY IT,diy_tune,Bias_score_disambig,Bias score disambig.,0,0.797,0.797,m3_finetune_llama_ms500,m3_finetune_allstrat:m3_finetune_allstrat_instr_off_ALL,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat.csv,results/new_results/m3_finetune_llama_ms500/bbq/bbq_metrics_m3_finetune_allstrat.csv
bbq,BBQ Disambig.,diy_twopass,DIY Two Pass (No IT),diy_twopass,Bias_score_disambig,Bias score disambig.,0,0.662,0.662,m6_self_debiasing,m6_two_pass__base__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__base__all_strategies/bbq/bbq_metrics.csv,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__base__all_strategies/bbq
bbq,BBQ Disambig.,diy_tune_twopass,DIY Two Pass (IT),diy_combo,Bias_score_disambig,Bias score disambig.,0,0.895,0.895,m6_self_debiasing,m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies,results/new_results/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/bbq/bbq_metrics.csv,recomputed_from_predictions:archive/m6_llama8b_dedup_apply_20260504_000252/outputs/new_outputs/m6_self_debiasing/m6sd_20260325_bbq_allstrategies_maxlenfix_zero/eval/m6_two_pass__finetuned_ms-500-allstrategies-opinion-action-event-allversions__all_strategies/bbq
winobias,WinoBias,base,Base Model,base,abs_pro_anti_gap,Abs. pro/anti gap,0,0.276515,0.276515,llama_8b_base,llama_8b,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winobias/llama_8b/winobias_metrics_overall_llama_8b.csv,results/10_additional_benchmarks/baselines/baseline_evalshared_all_20260306_1249/winobias/llama_8b/winobias_metrics_overall_llama_8b.csv
winobias,WinoBias,icl,ICL,icl,abs_pro_anti_gap,Abs. pro/anti gap,0,0.277778,0.277778,m4_base_icl_zero,m4_baseicl_zero_llama8b_allstrat,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winobias/m4_baseicl_zero_llama8b_allstrat_winobias/winobias_metrics_overall_m4_baseicl_zero_llama8b_allstrat_winobias.csv,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama8b/evalshared/winobias/m4_baseicl_zero_llama8b_allstrat_winobias/winobias_metrics_overall_m4_baseicl_zero_llama8b_allstrat_winobias.csv
winobias,WinoBias,bba,BBA,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.292929,0.292929,bba,bba_addl_baseline_remaining_20260309_154403,results/3_baselines/bba/winobias/bba_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_bba_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/bba/winobias/bba_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_bba_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,cal,CAL,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.255051,0.255051,cal,cal_addl_baseline_remaining_20260309_154403,results/3_baselines/cal/winobias/cal_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_cal_addl_baseline_remaining_20260309_154403.csv,results/3_baselines/cal/winobias/cal_addl_baseline_remaining_20260309_154403/winobias_metrics_overall_cal_addl_baseline_remaining_20260309_154403.csv
winobias,WinoBias,fairsteer,FairSteer,baseline,abs_pro_anti_gap,Abs. pro/anti gap,0,0.222222,0.222222,fairsteer,llama_8b_fairsteer_steered,results/3_baselines/fairsteer/winobias/winobias_metrics_overall_llama_8b_fairsteer.csv,results/3_baselines/fairsteer/winobias/winobias_metrics_overall_llama_8b_fairsteer.csv
