model_key,model,figure,dataset_key,panel_label,method_key,method,method_label,intervention_key,intervention_label,metric,point,ci_low,ci_high,n_units,n_bootstrap,metric_source_file,row_files,status,reason,ci_note,ideal_value,metric_label,native_value,normalized_bias_error_plotted,point_recomputed,reference_metric_source_file,reference_row_files
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_it_perspective_taking,DIY IT,DIY IT,perspective_taking,Perspective-taking,stereotype_preference_pct,nan,-4.565349408350087,4.263004018754172,1493,200,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_pt_crowspairs.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/evalshared/crows_pairs_scored_m3_llama70b_ms500_pt_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,66.64,16.64,-0.5300000000000011,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),DIY Two Pass (No IT),perspective_taking,Perspective-taking,stereotype_preference_pct,nan,11.575962648387502,18.85800401875418,1493,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking/crowspairs/crows_pairs_scored_m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,49.67,0.33,15.78,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_it_perspective_taking,DIY Two Pass (IT),DIY Two Pass (IT),perspective_taking,Perspective-taking,stereotype_preference_pct,nan,8.49823208058352,17.419372228009713,1491,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pt__perspective_taking/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pt__perspective_taking/crowspairs/crows_pairs_scored_m6_l70b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,45.69,4.31,11.8,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,icl_counter_imaging,ICL,ICL,counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,-15.051787938134623,-6.577357197975864,1315,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama70b_ci_crowspairs.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_scored_m4_baseicl_zero_llama70b_ci_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,67.84,17.84,-1.7300000000000004,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_it_counter_imaging,DIY IT,DIY IT,counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,-4.613136822181524,4.423380936699466,1493,200,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_ci_crowspairs.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/evalshared/crows_pairs_scored_m3_llama70b_ms500_ci_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,66.38,16.38,-0.2699999999999996,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,10.338110338822242,18.75820361955258,1493,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging/crowspairs/crows_pairs_scored_m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,47.88,2.12,13.989999999999998,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_it_counter_imaging,DIY Two Pass (IT),DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,8.522167191915523,17.197977458329213,1493,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ci__counter_imaging/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ci__counter_imaging/crowspairs/crows_pairs_scored_m6_l70b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,45.95,4.05,12.059999999999999,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,icl_positive_contact,ICL,ICL,positive_contact,Positive contact,stereotype_preference_pct,nan,-16.929372570485025,-7.499624380037371,1324,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama70b_pc_crowspairs.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_scored_m4_baseicl_zero_llama70b_pc_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,69.23,19.23,-3.120000000000001,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_it_positive_contact,DIY IT,DIY IT,positive_contact,Positive contact,stereotype_preference_pct,nan,-2.633682741683419,6.459670685420848,1493,200,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_pc_crowspairs.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/evalshared/crows_pairs_scored_m3_llama70b_ms500_pc_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,64.66,14.66,1.4499999999999993,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),DIY Two Pass (No IT),positive_contact,Positive contact,stereotype_preference_pct,nan,11.563978584529309,18.85800401875418,1493,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_positive_contact__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_positive_contact__positive_contact/crowspairs/crows_pairs_scored_m6_l70b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,48.94,1.06,15.049999999999999,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_it_positive_contact,DIY Two Pass (IT),DIY Two Pass (IT),positive_contact,Positive contact,stereotype_preference_pct,nan,6.567983924983253,16.05967068542084,1493,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pc__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pc__positive_contact/crowspairs/crows_pairs_scored_m6_l70b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,44.5,5.5,10.61,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_scored_llama70b_plain_base_crowspairs.csv
llama70b,Llama 70B,intervention_ablation,stereoset,StereoSet,base,Base Model,Base Model,__base__,Base Model,SS Score,0.0,0.0,0.0,,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,,base,,,50,SS Score overall,59.9998,9.9997996,,,
llama70b,Llama 70B,intervention_ablation,stereoset,StereoSet,icl_stereotype_replacement,ICL,ICL,stereotype_replacement,Stereotype replacement,SS Score,nan,-3.9270513123669843,2.1819579096713113,4229,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_sr_stereoset.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_sentence_scores_m4_baseicl_zero_llama70b_sr_stereoset.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,60.785277,10.785277,-0.7854774000000013,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_sentence_scores_llama70b_plain_base_stereoset.csv
llama70b,Llama 70B,intervention_ablation,stereoset,StereoSet,diy_it_stereotype_replacement,DIY IT,DIY IT,stereotype_replacement,Stereotype replacement,SS Score,nan,-3.1703712461574796,2.795578150863081,4229,200,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_sr_stereoset.csv,outputs/new_outputs/m3_finetune_llama70b_ms500/evalshared/stereoset_sentence_scores_m3_llama70b_ms500_sr_stereoset.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,60.457447,10.457447,-0.4576474000000008,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_sentence_scores_llama70b_plain_base_stereoset.csv
llama70b,Llama 70B,intervention_ablation,stereoset,StereoSet,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement,SS Score,nan,1.321234334358011,7.241664696145653,4229,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/stereoset/stereoset_sentence_scores_m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,44.476752,5.5232479,4.476551699999999,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_sentence_scores_llama70b_plain_base_stereoset.csv
llama70b,Llama 70B,intervention_ablation,stereoset,StereoSet,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),DIY Two Pass (IT),stereotype_replacement,Stereotype replacement,SS Score,nan,3.1904705604161796,9.084890044927874,4229,200,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__sr__stereotype_replacement/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__sr__stereotype_replacement/stereoset/stereoset_sentence_scores_m6_l70b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,46.332936,3.6670643,6.3327352999999995,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,outputs/new_outputs/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_sentence_scores_llama70b_plain_base_stereoset.csv
