dataset_key,panel_label,method_key,method_label,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,metric_source_file,setting,shot,figure_title
stereoset,StereoSet,it_1,IT 1,SS Score,SS Score overall,50,46.19023,3.8097695,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_allversions__all_strategies/stereoset/stereoset_metrics_m6_l70b_two_pass_one__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,IT,1,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,base,Base Model Inference,Bias_score_ambig,Bias score ambig.,0,7.046,7.046,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/bbq/bbq_metrics_llama70b_plain_base_bbq.csv,Base,,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,icl,ICL,Bias_score_ambig,Bias score ambig.,0,5.206,5.206,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_allstrat_bbq.csv,ICL,0,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,it,DIY IT,Bias_score_ambig,Bias score ambig.,0,6.615,6.615,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_all_allversions_bbq.csv,DIY IT,,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,no_it_0,No IT 0,Bias_score_ambig,Bias score ambig.,0,4.935,4.935,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,0,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,no_it_1,No IT 1,Bias_score_ambig,Bias score ambig.,0,4.87,4.87,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,1,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,it_0,IT 0,Bias_score_ambig,Bias score ambig.,0,7.152,7.152,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/bbq/bbq_metrics.csv,IT,0,"All interventions, all-version IT checkpoint"
bbq,BBQ Ambig.,it_1,IT 1,Bias_score_ambig,Bias score ambig.,0,7.196,7.196,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_allversions__all_strategies/bbq/bbq_metrics.csv,IT,1,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,base,Base Model Inference,Bias_score_disambig,Bias score disambig.,0,0.388,0.388,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/bbq/bbq_metrics_llama70b_plain_base_bbq.csv,Base,,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,icl,ICL,Bias_score_disambig,Bias score disambig.,0,0.716,0.716,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_allstrat_bbq.csv,ICL,0,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,it,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.554,0.554,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_all_allversions_bbq.csv,DIY IT,,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,no_it_0,No IT 0,Bias_score_disambig,Bias score disambig.,0,2.439,2.439,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,0,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,no_it_1,No IT 1,Bias_score_disambig,Bias score disambig.,0,2.521,2.521,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,1,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,it_0,IT 0,Bias_score_disambig,Bias score disambig.,0,2.126,2.126,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/bbq/bbq_metrics.csv,IT,0,"All interventions, all-version IT checkpoint"
bbq,BBQ Disambig.,it_1,IT 1,Bias_score_disambig,Bias score disambig.,0,2.696,2.696,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_allversions__all_strategies/bbq/bbq_metrics.csv,IT,1,"All interventions, all-version IT checkpoint"
winobias,WinoBias,base,Base Model Inference,abs_pro_anti_gap,Abs. pro/anti gap,0,0.14393939,0.14393939,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winobias/llama70b_plain_base_winobias/winobias_metrics_overall_llama70b_plain_base_winobias.csv,Base,,"All interventions, all-version IT checkpoint"
winobias,WinoBias,icl,ICL,abs_pro_anti_gap,Abs. pro/anti gap,0,0.14393939,0.14393939,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/winobias/m4_baseicl_zero_llama70b_allstrat_winobias/winobias_metrics_overall_m4_baseicl_zero_llama70b_allstrat_winobias.csv,ICL,0,"All interventions, all-version IT checkpoint"
winobias,WinoBias,it,DIY IT,abs_pro_anti_gap,Abs. pro/anti gap,0,0.15151515,0.15151515,results/new_results/m3_finetune_llama70b_ms500/evalshared/winobias/m3_llama70b_ms500_all_allversions_winobias/winobias_metrics_overall_m3_llama70b_ms500_all_allversions_winobias.csv,DIY IT,,"All interventions, all-version IT checkpoint"
winobias,WinoBias,no_it_0,No IT 0,abs_pro_anti_gap,Abs. pro/anti gap,0,0.058080808,0.058080808,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/winobias/winobias/m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,0,"All interventions, all-version IT checkpoint"
winobias,WinoBias,no_it_1,No IT 1,abs_pro_anti_gap,Abs. pro/anti gap,0,0.068181818,0.068181818,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/winobias/winobias/m6_l70b_two_pass_one__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_one__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,1,"All interventions, all-version IT checkpoint"
winobias,WinoBias,no_it_2,No IT 2,abs_pro_anti_gap,Abs. pro/anti gap,0,0.063131313,0.063131313,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_two__base_all_strategies__all_strategies/winobias/winobias/m6_l70b_two_pass_two__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_two__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,2,"All interventions, all-version IT checkpoint"
winobias,WinoBias,it_0,IT 0,abs_pro_anti_gap,Abs. pro/anti gap,0,0.083333333,0.083333333,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/winobias/winobias/m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,IT,0,"All interventions, all-version IT checkpoint"
winobias,WinoBias,it_1,IT 1,abs_pro_anti_gap,Abs. pro/anti gap,0,0.083333333,0.083333333,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_allversions__all_strategies/winobias/winobias/m6_l70b_two_pass_one__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_one__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,IT,1,"All interventions, all-version IT checkpoint"
winobias,WinoBias,it_2,IT 2,abs_pro_anti_gap,Abs. pro/anti gap,0,0.11742424,0.11742424,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_two__all_allversions__all_strategies/winobias/winobias/m6_l70b_two_pass_two__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winobias_metrics_overall_m6_l70b_two_pass_two__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,IT,2,"All interventions, all-version IT checkpoint"
winogender,WinoGender,base,Base Model Inference,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.070833333,0.070833333,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winogender/llama70b_plain_base_winogender/winogender_metrics_overall_llama70b_plain_base_winogender.csv,Base,,"All interventions, all-version IT checkpoint"
winogender,WinoGender,icl,ICL,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0625,0.0625,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/winogender/m4_baseicl_zero_llama70b_allstrat_winogender/winogender_metrics_overall_m4_baseicl_zero_llama70b_allstrat_winogender.csv,ICL,0,"All interventions, all-version IT checkpoint"
winogender,WinoGender,it,DIY IT,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.083333333,0.083333333,results/new_results/m3_finetune_llama70b_ms500/evalshared/winogender/m3_llama70b_ms500_all_allversions_winogender/winogender_metrics_overall_m3_llama70b_ms500_all_allversions_winogender.csv,DIY IT,,"All interventions, all-version IT checkpoint"
winogender,WinoGender,no_it_0,No IT 0,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.054166667,0.054166667,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/winogender/winogender/m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,0,"All interventions, all-version IT checkpoint"
winogender,WinoGender,no_it_1,No IT 1,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.070833333,0.070833333,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/winogender/winogender/m6_l70b_two_pass_one__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_l70b_two_pass_one__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,1,"All interventions, all-version IT checkpoint"
winogender,WinoGender,it_0,IT 0,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.0625,0.0625,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_allversions__all_strategies/winogender/winogender/m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_l70b_two_pass_zero__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,IT,0,"All interventions, all-version IT checkpoint"
winogender,WinoGender,it_1,IT 1,male_female_pair_disagreement_rate,Male/female pair disagreement,0,0.075,0.075,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_allversions__all_strategies/winogender/winogender/m6_l70b_two_pass_one__all_allversions__all_strategies_self_debias_two_pass_all_strategies/winogender_metrics_overall_m6_l70b_two_pass_one__all_allversions__all_strategies_self_debias_two_pass_all_strategies.csv,IT,1,"All interventions, all-version IT checkpoint"
crowspairs,CrowS-Pairs,base,Base Model Inference,stereotype_preference_pct,Stereotype preference %,50,66.11,16.11,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/crows_pairs_metrics_overall_llama70b_plain_base_crowspairs.csv,Base,,"All interventions, opinion IT checkpoint"
crowspairs,CrowS-Pairs,icl,ICL,stereotype_preference_pct,Stereotype preference %,50,56.37,6.37,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama70b_allstrat_crowspairs.csv,ICL,0,"All interventions, opinion IT checkpoint"
crowspairs,CrowS-Pairs,it,DIY IT,stereotype_preference_pct,Stereotype preference %,50,66.51,16.51,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_all_opinion_crowspairs.csv,DIY IT,,"All interventions, opinion IT checkpoint"
crowspairs,CrowS-Pairs,no_it_0,No IT 0,stereotype_preference_pct,Stereotype preference %,50,48.21,1.79,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,0,"All interventions, opinion IT checkpoint"
crowspairs,CrowS-Pairs,no_it_1,No IT 1,stereotype_preference_pct,Stereotype preference %,50,49.01,0.99,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_one__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,1,"All interventions, opinion IT checkpoint"
crowspairs,CrowS-Pairs,it_0,IT 0,stereotype_preference_pct,Stereotype preference %,50,48.54,1.46,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_opinion__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__all_opinion__all_strategies_self_debias_two_pass_all_strategies.csv,IT,0,"All interventions, opinion IT checkpoint"
crowspairs,CrowS-Pairs,it_1,IT 1,stereotype_preference_pct,Stereotype preference %,50,49.4,0.6,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_opinion__all_strategies/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_one__all_opinion__all_strategies_self_debias_two_pass_all_strategies.csv,IT,1,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,base,Base Model Inference,SS Score,SS Score overall,50,59.9998,9.9997996,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,Base,,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,icl,ICL,SS Score,SS Score overall,50,53.758909,3.7589086,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_allstrat_stereoset.csv,ICL,0,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,it,DIY IT,SS Score,SS Score overall,50,60.561937,10.561937,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_all_opinion_stereoset.csv,DIY IT,,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,no_it_0,No IT 0,SS Score,SS Score overall,50,46.813309,3.1866908,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,0,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,no_it_1,No IT 1,SS Score,SS Score overall,50,47.620682,2.3793181,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/stereoset/stereoset_metrics_m6_l70b_two_pass_one__base_all_strategies__all_strategies_self_debias_two_pass_all_strategies.csv,No IT,1,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,it_0,IT 0,SS Score,SS Score overall,50,48.262844,1.7371563,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_opinion__all_strategies/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__all_opinion__all_strategies_self_debias_two_pass_all_strategies.csv,IT,0,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,it_1,IT 1,SS Score,SS Score overall,50,48.24955,1.7504504,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_opinion__all_strategies/stereoset/stereoset_metrics_m6_l70b_two_pass_one__all_opinion__all_strategies_self_debias_two_pass_all_strategies.csv,IT,1,"All interventions, opinion IT checkpoint"
stereoset,StereoSet,it_2,IT 2,SS Score,SS Score overall,50,47.816427,2.1835731,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_two__all_opinion__all_strategies/stereoset/stereoset_metrics_m6_l70b_two_pass_two__all_opinion__all_strategies_self_debias_two_pass_all_strategies.csv,IT,2,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,base,Base Model Inference,Bias_score_ambig,Bias score ambig.,0,7.046,7.046,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/bbq/bbq_metrics_llama70b_plain_base_bbq.csv,Base,,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,icl,ICL,Bias_score_ambig,Bias score ambig.,0,5.206,5.206,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_allstrat_bbq.csv,ICL,0,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,it,DIY IT,Bias_score_ambig,Bias score ambig.,0,6.881,6.881,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_all_opinion_bbq.csv,DIY IT,,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,no_it_0,No IT 0,Bias_score_ambig,Bias score ambig.,0,4.935,4.935,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,0,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,no_it_1,No IT 1,Bias_score_ambig,Bias score ambig.,0,4.87,4.87,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,1,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,it_0,IT 0,Bias_score_ambig,Bias score ambig.,0,8.623,8.623,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_opinion__all_strategies/bbq/bbq_metrics.csv,IT,0,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,it_1,IT 1,Bias_score_ambig,Bias score ambig.,0,7.916,7.916,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_opinion__all_strategies/bbq/bbq_metrics.csv,IT,1,"All interventions, opinion IT checkpoint"
bbq,BBQ Ambig.,it_2,IT 2,Bias_score_ambig,Bias score ambig.,0,8.159,8.159,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_two__all_opinion__all_strategies/bbq/bbq_metrics.csv,IT,2,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,base,Base Model Inference,Bias_score_disambig,Bias score disambig.,0,0.388,0.388,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/bbq/bbq_metrics_llama70b_plain_base_bbq.csv,Base,,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,icl,ICL,Bias_score_disambig,Bias score disambig.,0,0.716,0.716,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_allstrat_bbq.csv,ICL,0,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,it,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.702,0.702,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_all_opinion_bbq.csv,DIY IT,,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,no_it_0,No IT 0,Bias_score_disambig,Bias score disambig.,0,2.439,2.439,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,0,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,no_it_1,No IT 1,Bias_score_disambig,Bias score disambig.,0,2.521,2.521,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__base_all_strategies__all_strategies/bbq/bbq_metrics.csv,No IT,1,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,it_0,IT 0,Bias_score_disambig,Bias score disambig.,0,2.207,2.207,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__all_opinion__all_strategies/bbq/bbq_metrics.csv,IT,0,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,it_1,IT 1,Bias_score_disambig,Bias score disambig.,0,2.42,2.42,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_one__all_opinion__all_strategies/bbq/bbq_metrics.csv,IT,1,"All interventions, opinion IT checkpoint"
bbq,BBQ Disambig.,it_2,IT 2,Bias_score_disambig,Bias score disambig.,0,3.087,3.087,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_two__all_opinion__all_strategies/bbq/bbq_metrics.csv,IT,2,"All interventions, opinion IT checkpoint"
winobias,WinoBias,base,Base Model Inference,abs_pro_anti_gap,Abs. pro/anti gap,0,0.14393939,0.14393939,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/winobias/llama70b_plain_base_winobias/winobias_metrics_overall_llama70b_plain_base_winobias.csv,Base,,"All interventions, opinion IT checkpoint"
