dataset_key,panel_label,method_key,method_label,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,metric_source_file,method,intervention_key,intervention_label
crowspairs,CrowS-Pairs,diy_it_perspective_taking,DIY IT,stereotype_preference_pct,Stereotype preference %,50,66.64,16.64,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_pt_crowspairs.csv,DIY IT,perspective_taking,Perspective-taking
crowspairs,CrowS-Pairs,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),stereotype_preference_pct,Stereotype preference %,50,49.67,0.33,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
crowspairs,CrowS-Pairs,diy_twopass_it_perspective_taking,DIY Two Pass (IT),stereotype_preference_pct,Stereotype preference %,50,45.69,4.31,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pt__perspective_taking/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
crowspairs,CrowS-Pairs,icl_counter_imaging,ICL,stereotype_preference_pct,Stereotype preference %,50,67.84,17.84,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama70b_ci_crowspairs.csv,ICL,counter_imaging,Counter-stereotypic imaging
crowspairs,CrowS-Pairs,diy_it_counter_imaging,DIY IT,stereotype_preference_pct,Stereotype preference %,50,66.38,16.38,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_ci_crowspairs.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
crowspairs,CrowS-Pairs,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),stereotype_preference_pct,Stereotype preference %,50,47.88,2.12,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
crowspairs,CrowS-Pairs,diy_twopass_it_counter_imaging,DIY Two Pass (IT),stereotype_preference_pct,Stereotype preference %,50,45.95,4.05,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ci__counter_imaging/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
crowspairs,CrowS-Pairs,icl_positive_contact,ICL,stereotype_preference_pct,Stereotype preference %,50,69.23,19.23,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_llama70b_pc_crowspairs.csv,ICL,positive_contact,Positive contact
crowspairs,CrowS-Pairs,diy_it_positive_contact,DIY IT,stereotype_preference_pct,Stereotype preference %,50,64.66,14.66,results/new_results/m3_finetune_llama70b_ms500/evalshared/crows_pairs_metrics_overall_m3_llama70b_ms500_pc_crowspairs.csv,DIY IT,positive_contact,Positive contact
crowspairs,CrowS-Pairs,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),stereotype_preference_pct,Stereotype preference %,50,48.94,1.06,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_positive_contact__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (No IT),positive_contact,Positive contact
crowspairs,CrowS-Pairs,diy_twopass_it_positive_contact,DIY Two Pass (IT),stereotype_preference_pct,Stereotype preference %,50,44.5,5.5,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pc__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_l70b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (IT),positive_contact,Positive contact
stereoset,StereoSet,base,Base Model,SS Score,SS Score overall,50,59.9998,9.9997996,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/evalshared/stereoset_metrics_llama70b_plain_base_stereoset.csv,Base Model,__base__,Base Model
stereoset,StereoSet,icl_stereotype_replacement,ICL,SS Score,SS Score overall,50,60.785277,10.785277,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_sr_stereoset.csv,ICL,stereotype_replacement,Stereotype replacement
stereoset,StereoSet,diy_it_stereotype_replacement,DIY IT,SS Score,SS Score overall,50,60.457447,10.457447,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_sr_stereoset.csv,DIY IT,stereotype_replacement,Stereotype replacement
stereoset,StereoSet,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),SS Score,SS Score overall,50,44.476752,5.5232479,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
stereoset,StereoSet,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),SS Score,SS Score overall,50,46.332936,3.6670643,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__sr__stereotype_replacement/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
stereoset,StereoSet,icl_individuating,ICL,SS Score,SS Score overall,50,60.414598,10.414598,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_ind_stereoset.csv,ICL,individuating,Individuation
stereoset,StereoSet,diy_it_individuating,DIY IT,SS Score,SS Score overall,50,60.425805,10.425805,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_ind_stereoset.csv,DIY IT,individuating,Individuation
stereoset,StereoSet,diy_twopass_no_it_individuating,DIY Two Pass (No IT),SS Score,SS Score overall,50,45.499678,4.5003224,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_individuating__individuating/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_individuating__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (No IT),individuating,Individuation
stereoset,StereoSet,diy_twopass_it_individuating,DIY Two Pass (IT),SS Score,SS Score overall,50,46.889094,3.1109064,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ind__individuating/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__ind__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (IT),individuating,Individuation
stereoset,StereoSet,icl_perspective_taking,ICL,SS Score,SS Score overall,50,61.370991,11.370991,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_pt_stereoset.csv,ICL,perspective_taking,Perspective-taking
stereoset,StereoSet,diy_it_perspective_taking,DIY IT,SS Score,SS Score overall,50,60.631089,10.631089,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_pt_stereoset.csv,DIY IT,perspective_taking,Perspective-taking
stereoset,StereoSet,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),SS Score,SS Score overall,50,45.914407,4.0855935,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
stereoset,StereoSet,diy_twopass_it_perspective_taking,DIY Two Pass (IT),SS Score,SS Score overall,50,46.372962,3.6270384,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pt__perspective_taking/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
stereoset,StereoSet,icl_counter_imaging,ICL,SS Score,SS Score overall,50,62.167214,12.167214,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_ci_stereoset.csv,ICL,counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,diy_it_counter_imaging,DIY IT,SS Score,SS Score overall,50,60.182895,10.182895,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_ci_stereoset.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),SS Score,SS Score overall,50,45.047949,4.9520508,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,diy_twopass_it_counter_imaging,DIY Two Pass (IT),SS Score,SS Score overall,50,43.839284,6.1607161,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ci__counter_imaging/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,icl_positive_contact,ICL,SS Score,SS Score overall,50,60.621927,10.621927,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/evalshared/stereoset_metrics_m4_baseicl_zero_llama70b_pc_stereoset.csv,ICL,positive_contact,Positive contact
stereoset,StereoSet,diy_it_positive_contact,DIY IT,SS Score,SS Score overall,50,60.400221,10.400221,results/new_results/m3_finetune_llama70b_ms500/evalshared/stereoset_metrics_m3_llama70b_ms500_pc_stereoset.csv,DIY IT,positive_contact,Positive contact
stereoset,StereoSet,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),SS Score,SS Score overall,50,44.206692,5.7933076,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_positive_contact__positive_contact/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (No IT),positive_contact,Positive contact
stereoset,StereoSet,diy_twopass_it_positive_contact,DIY Two Pass (IT),SS Score,SS Score overall,50,43.344304,6.6556957,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pc__positive_contact/stereoset/stereoset_metrics_m6_l70b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (IT),positive_contact,Positive contact
bbq,BBQ Ambig.,base,Base Model,Bias_score_ambig,Bias score ambig.,0,7.046,7.046,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/bbq/bbq_metrics_llama70b_plain_base_bbq.csv,Base Model,__base__,Base Model
bbq,BBQ Ambig.,icl_stereotype_replacement,ICL,Bias_score_ambig,Bias score ambig.,0,5.654,5.654,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_sr_bbq.csv,ICL,stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,diy_it_stereotype_replacement,DIY IT,Bias_score_ambig,Bias score ambig.,0,7.104,7.104,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_sr_bbq.csv,DIY IT,stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,6.437,6.437,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,7.827,7.827,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__sr__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,icl_individuating,ICL,Bias_score_ambig,Bias score ambig.,0,5.353,5.353,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_ind_bbq.csv,ICL,individuating,Individuation
bbq,BBQ Ambig.,diy_it_individuating,DIY IT,Bias_score_ambig,Bias score ambig.,0,7.463,7.463,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_ind_bbq.csv,DIY IT,individuating,Individuation
bbq,BBQ Ambig.,diy_twopass_no_it_individuating,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,5.568,5.568,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_individuating__individuating/bbq/bbq_metrics.csv,DIY Two Pass (No IT),individuating,Individuation
bbq,BBQ Ambig.,diy_twopass_it_individuating,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,5.349,5.349,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ind__individuating/bbq/bbq_metrics.csv,DIY Two Pass (IT),individuating,Individuation
bbq,BBQ Ambig.,icl_perspective_taking,ICL,Bias_score_ambig,Bias score ambig.,0,6.659,6.659,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_pt_bbq.csv,ICL,perspective_taking,Perspective-taking
bbq,BBQ Ambig.,diy_it_perspective_taking,DIY IT,Bias_score_ambig,Bias score ambig.,0,7.035,7.035,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_pt_bbq.csv,DIY IT,perspective_taking,Perspective-taking
bbq,BBQ Ambig.,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,5.435,5.435,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
bbq,BBQ Ambig.,diy_twopass_it_perspective_taking,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,7.585,7.585,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pt__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
bbq,BBQ Ambig.,icl_counter_imaging,ICL,Bias_score_ambig,Bias score ambig.,0,6.55,6.55,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_ci_bbq.csv,ICL,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,diy_it_counter_imaging,DIY IT,Bias_score_ambig,Bias score ambig.,0,6.762,6.762,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_ci_bbq.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,3.988,3.988,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_counter_imaging__counter_imaging/bbq/bbq_metrics.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,diy_twopass_it_counter_imaging,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,6.662,6.662,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ci__counter_imaging/bbq/bbq_metrics.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,icl_positive_contact,ICL,Bias_score_ambig,Bias score ambig.,0,6.386,6.386,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_pc_bbq.csv,ICL,positive_contact,Positive contact
bbq,BBQ Ambig.,diy_it_positive_contact,DIY IT,Bias_score_ambig,Bias score ambig.,0,7.052,7.052,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_pc_bbq.csv,DIY IT,positive_contact,Positive contact
bbq,BBQ Ambig.,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,5.39,5.39,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_positive_contact__positive_contact/bbq/bbq_metrics.csv,DIY Two Pass (No IT),positive_contact,Positive contact
bbq,BBQ Ambig.,diy_twopass_it_positive_contact,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,8.066,8.066,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pc__positive_contact/bbq/bbq_metrics.csv,DIY Two Pass (IT),positive_contact,Positive contact
bbq,BBQ Disambig.,base,Base Model,Bias_score_disambig,Bias score disambig.,0,0.388,0.388,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/plain_direct/bbq/bbq_metrics_llama70b_plain_base_bbq.csv,Base Model,__base__,Base Model
bbq,BBQ Disambig.,icl_stereotype_replacement,ICL,Bias_score_disambig,Bias score disambig.,0,0.761,0.761,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_sr_bbq.csv,ICL,stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,diy_it_stereotype_replacement,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.657,0.657,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_sr_bbq.csv,DIY IT,stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,0.323,0.323,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,2.903,2.903,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__sr__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,icl_individuating,ICL,Bias_score_disambig,Bias score disambig.,0,0.599,0.599,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_ind_bbq.csv,ICL,individuating,Individuation
bbq,BBQ Disambig.,diy_it_individuating,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.648,0.648,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_ind_bbq.csv,DIY IT,individuating,Individuation
bbq,BBQ Disambig.,diy_twopass_no_it_individuating,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,-0.107,0.107,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_individuating__individuating/bbq/bbq_metrics.csv,DIY Two Pass (No IT),individuating,Individuation
bbq,BBQ Disambig.,diy_twopass_it_individuating,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,1.588,1.588,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__ind__individuating/bbq/bbq_metrics.csv,DIY Two Pass (IT),individuating,Individuation
bbq,BBQ Disambig.,icl_perspective_taking,ICL,Bias_score_disambig,Bias score disambig.,0,0.495,0.495,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_pt_bbq.csv,ICL,perspective_taking,Perspective-taking
bbq,BBQ Disambig.,diy_it_perspective_taking,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.766,0.766,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_pt_bbq.csv,DIY IT,perspective_taking,Perspective-taking
bbq,BBQ Disambig.,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,-0.324,0.324,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__base_perspective_taking__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
bbq,BBQ Disambig.,diy_twopass_it_perspective_taking,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,1.408,1.408,results/new_results/m6_llama70b_original5/m6_llama70b_original5_20260415_195536/m6/eval/m6_l70b_two_pass_zero__pt__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
bbq,BBQ Disambig.,icl_counter_imaging,ICL,Bias_score_disambig,Bias score disambig.,0,0.664,0.664,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/llama70b/bbq/bbq_metrics_m4_baseicl_zero_llama70b_ci_bbq.csv,ICL,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Disambig.,diy_it_counter_imaging,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.717,0.717,results/new_results/m3_finetune_llama70b_ms500/bbq/bbq_metrics_m3_llama70b_ms500_ci_bbq.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
