model_key,model,figure,dataset_key,panel_label,method_key,method,method_label,intervention_key,intervention_label,metric,point,ci_low,ci_high,n_units,n_bootstrap,metric_source_file,row_files,status,reason,ci_note,ideal_value,metric_label,native_value,normalized_bias_error_plotted,point_recomputed,reference_metric_source_file,reference_row_files
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_it_perspective_taking,DIY IT,DIY IT,perspective_taking,Perspective-taking,stereotype_preference_pct,nan,-4.578837246632139,4.978338524716168,1431,200,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_ms500_pt_crowspairs.csv,outputs/new_outputs/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_scored_m3_qwen35_27b_ms500_pt_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,62.67,12.67,0.8599999999999994,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),DIY Two Pass (No IT),perspective_taking,Perspective-taking,stereotype_preference_pct,nan,8.529482333485914,18.321166687583975,1441,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/crowspairs/crows_pairs_scored_m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,47.02,2.98,10.549999999999999,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_it_perspective_taking,DIY Two Pass (IT),DIY Two Pass (IT),perspective_taking,Perspective-taking,stereotype_preference_pct,nan,7.545618035955824,17.44392601392018,1441,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/crowspairs/crows_pairs_scored_m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,45.42,4.58,8.95,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,icl_counter_imaging,ICL,ICL,counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,-11.098218667375763,-1.082096469438632,1284,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_qwen35_27b_ci_crowspairs.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/crows_pairs_scored_m4_baseicl_zero_qwen35_27b_ci_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,61.8,11.8,1.7299999999999986,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_it_counter_imaging,DIY IT,DIY IT,counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,-4.334894185212603,5.134576054620066,1436,200,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_ms500_ci_crowspairs.csv,outputs/new_outputs/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_scored_m3_qwen35_27b_ms500_ci_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,62.8,12.8,0.7299999999999986,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,10.740127027128509,18.81635697951535,1441,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/crowspairs/crows_pairs_scored_m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,49.01,0.99,12.54,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_it_counter_imaging,DIY Two Pass (IT),DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging,stereotype_preference_pct,nan,10.164675588776582,18.715888304548283,1441,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/crowspairs/crows_pairs_scored_m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,47.55,2.45,11.079999999999998,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,icl_positive_contact,ICL,ICL,positive_contact,Positive contact,stereotype_preference_pct,nan,-12.080006961413721,-2.5003213798197486,1274,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_crowspairs.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/crows_pairs_scored_m4_baseicl_zero_qwen35_27b_pc_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,62.27,12.27,1.2599999999999998,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_it_positive_contact,DIY IT,DIY IT,positive_contact,Positive contact,stereotype_preference_pct,nan,-4.222982908818542,5.1754356099843655,1437,200,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_ms500_pc_crowspairs.csv,outputs/new_outputs/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_scored_m3_qwen35_27b_ms500_pc_crowspairs.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,63,13,0.5299999999999994,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),DIY Two Pass (No IT),positive_contact,Positive contact,stereotype_preference_pct,nan,9.076673368644101,18.749690401975126,1441,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/crowspairs/crows_pairs_scored_m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,47.75,2.25,11.28,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,crowspairs,CrowS-Pairs,diy_twopass_it_positive_contact,DIY Two Pass (IT),DIY Two Pass (IT),positive_contact,Positive contact,stereotype_preference_pct,nan,5.9353633442668166,15.766647193544838,1441,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/crowspairs/crows_pairs_scored_m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,Stereotype preference %,43.7,6.3,7.2299999999999995,results/new_results/m3_qwen35_27b_base_all5/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_base_crowspairs.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/crows_pairs_scored_m3_qwen35_27b_base_crowspairs.csv
qwen,Qwen 27B,intervention_ablation,stereoset,StereoSet,base,Base Model,Base Model,__base__,Base Model,SS Score,0.0,0.0,0.0,,200,results/new_results/m3_qwen35_27b_base_all5/evalshared/stereoset_metrics_m3_qwen35_27b_base_stereoset.csv,,base,,,50,SS Score overall,57.574439,7.5744385,,,
qwen,Qwen 27B,intervention_ablation,stereoset,StereoSet,icl_stereotype_replacement,ICL,ICL,stereotype_replacement,Stereotype replacement,SS Score,nan,-4.5643178056278035,1.6564199574367438,4229,200,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_metrics_m4_baseicl_zero_qwen35_27b_sr_stereoset.csv,outputs/new_outputs/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_sentence_scores_m4_baseicl_zero_qwen35_27b_sr_stereoset.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,58.833289,8.8332895,-1.258850999999999,results/new_results/m3_qwen35_27b_base_all5/evalshared/stereoset_metrics_m3_qwen35_27b_base_stereoset.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/stereoset_sentence_scores_m3_qwen35_27b_base_stereoset.csv
qwen,Qwen 27B,intervention_ablation,stereoset,StereoSet,diy_it_stereotype_replacement,DIY IT,DIY IT,stereotype_replacement,Stereotype replacement,SS Score,nan,-3.4795459919602667,2.4125088673445223,4229,200,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_metrics_m3_qwen35_27b_ms500_sr_stereoset.csv,outputs/new_outputs/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_sentence_scores_m3_qwen35_27b_ms500_sr_stereoset.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,57.97967,7.9796701,-0.4052315999999996,results/new_results/m3_qwen35_27b_base_all5/evalshared/stereoset_metrics_m3_qwen35_27b_base_stereoset.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/stereoset_sentence_scores_m3_qwen35_27b_base_stereoset.csv
qwen,Qwen 27B,intervention_ablation,stereoset,StereoSet,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement,SS Score,nan,4.393473634428943,8.938874438401514,4229,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/stereoset/stereoset_sentence_scores_m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,49.985999,0.014001075,7.560437425,results/new_results/m3_qwen35_27b_base_all5/evalshared/stereoset_metrics_m3_qwen35_27b_base_stereoset.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/stereoset_sentence_scores_m3_qwen35_27b_base_stereoset.csv
qwen,Qwen 27B,intervention_ablation,stereoset,StereoSet,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),DIY Two Pass (IT),stereotype_replacement,Stereotype replacement,SS Score,nan,2.978836604398201,8.773941830219908,4229,200,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,outputs/new_outputs/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/stereoset/stereoset_sentence_scores_m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,ok,,bootstrap row CIs propagated as base_low-method_high/base_high-method_low,50,SS Score overall,48.338476,1.6615239,5.912914600000001,results/new_results/m3_qwen35_27b_base_all5/evalshared/stereoset_metrics_m3_qwen35_27b_base_stereoset.csv,outputs/new_outputs/m3_qwen35_27b_base_all5/evalshared/stereoset_sentence_scores_m3_qwen35_27b_base_stereoset.csv
