dataset_key,panel_label,method_key,method_label,metric,metric_label,ideal_value,native_value,normalized_bias_error_plotted,metric_source_file,method,intervention_key,intervention_label
crowspairs,CrowS-Pairs,icl_positive_contact,ICL,stereotype_preference_pct,Stereotype preference %,50,62.27,12.27,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/crows_pairs_metrics_overall_m4_baseicl_zero_qwen35_27b_pc_crowspairs.csv,ICL,positive_contact,Positive contact
crowspairs,CrowS-Pairs,diy_it_positive_contact,DIY IT,stereotype_preference_pct,Stereotype preference %,50,63,13,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/crows_pairs_metrics_overall_m3_qwen35_27b_ms500_pc_crowspairs.csv,DIY IT,positive_contact,Positive contact
crowspairs,CrowS-Pairs,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),stereotype_preference_pct,Stereotype preference %,50,47.75,2.25,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (No IT),positive_contact,Positive contact
crowspairs,CrowS-Pairs,diy_twopass_it_positive_contact,DIY Two Pass (IT),stereotype_preference_pct,Stereotype preference %,50,43.7,6.3,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/crowspairs/crows_pairs_metrics_overall_m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (IT),positive_contact,Positive contact
stereoset,StereoSet,base,Base Model,SS Score,SS Score overall,50,57.574439,7.5744385,results/new_results/m3_qwen35_27b_base_all5/evalshared/stereoset_metrics_m3_qwen35_27b_base_stereoset.csv,Base Model,__base__,Base Model
stereoset,StereoSet,icl_stereotype_replacement,ICL,SS Score,SS Score overall,50,58.833289,8.8332895,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_metrics_m4_baseicl_zero_qwen35_27b_sr_stereoset.csv,ICL,stereotype_replacement,Stereotype replacement
stereoset,StereoSet,diy_it_stereotype_replacement,DIY IT,SS Score,SS Score overall,50,57.97967,7.9796701,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_metrics_m3_qwen35_27b_ms500_sr_stereoset.csv,DIY IT,stereotype_replacement,Stereotype replacement
stereoset,StereoSet,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),SS Score,SS Score overall,50,49.985999,0.014001075,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
stereoset,StereoSet,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),SS Score,SS Score overall,50,48.338476,1.6615239,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement_self_debias_two_pass_stereotype_replacement.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
stereoset,StereoSet,icl_individuating,ICL,SS Score,SS Score overall,50,58.635274,8.6352741,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_metrics_m4_baseicl_zero_qwen35_27b_ind_stereoset.csv,ICL,individuating,Individuation
stereoset,StereoSet,diy_it_individuating,DIY IT,SS Score,SS Score overall,50,58.127857,8.1278565,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_metrics_m3_qwen35_27b_ms500_ind_stereoset.csv,DIY IT,individuating,Individuation
stereoset,StereoSet,diy_twopass_no_it_individuating,DIY Two Pass (No IT),SS Score,SS Score overall,50,49.059853,0.94014677,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__base_individuating__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (No IT),individuating,Individuation
stereoset,StereoSet,diy_twopass_it_individuating,DIY Two Pass (IT),SS Score,SS Score overall,50,49.169445,0.83055541,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__ind__individuating_self_debias_two_pass_individuating.csv,DIY Two Pass (IT),individuating,Individuation
stereoset,StereoSet,icl_perspective_taking,ICL,SS Score,SS Score overall,50,59.390613,9.3906127,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_metrics_m4_baseicl_zero_qwen35_27b_pt_stereoset.csv,ICL,perspective_taking,Perspective-taking
stereoset,StereoSet,diy_it_perspective_taking,DIY IT,SS Score,SS Score overall,50,57.935897,7.9358967,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_metrics_m3_qwen35_27b_ms500_pt_stereoset.csv,DIY IT,perspective_taking,Perspective-taking
stereoset,StereoSet,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),SS Score,SS Score overall,50,48.771401,1.2285992,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
stereoset,StereoSet,diy_twopass_it_perspective_taking,DIY Two Pass (IT),SS Score,SS Score overall,50,47.316874,2.6831263,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__pt__perspective_taking_self_debias_two_pass_perspective_taking.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
stereoset,StereoSet,icl_counter_imaging,ICL,SS Score,SS Score overall,50,58.32431,8.3243101,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_metrics_m4_baseicl_zero_qwen35_27b_ci_stereoset.csv,ICL,counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,diy_it_counter_imaging,DIY IT,SS Score,SS Score overall,50,57.96009,7.9600896,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_metrics_m3_qwen35_27b_ms500_ci_stereoset.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),SS Score,SS Score overall,50,49.511988,0.48801208,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,diy_twopass_it_counter_imaging,DIY Two Pass (IT),SS Score,SS Score overall,50,48.305594,1.6944061,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__ci__counter_imaging_self_debias_two_pass_counter_imaging.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
stereoset,StereoSet,icl_positive_contact,ICL,SS Score,SS Score overall,50,58.956715,8.9567149,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/evalshared/stereoset_metrics_m4_baseicl_zero_qwen35_27b_pc_stereoset.csv,ICL,positive_contact,Positive contact
stereoset,StereoSet,diy_it_positive_contact,DIY IT,SS Score,SS Score overall,50,58.084655,8.0846548,results/new_results/m3_finetune_qwen35_27b_ms500/evalshared/stereoset_metrics_m3_qwen35_27b_ms500_pc_stereoset.csv,DIY IT,positive_contact,Positive contact
stereoset,StereoSet,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),SS Score,SS Score overall,50,49.276868,0.72313211,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (No IT),positive_contact,Positive contact
stereoset,StereoSet,diy_twopass_it_positive_contact,DIY Two Pass (IT),SS Score,SS Score overall,50,48.110375,1.8896254,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/stereoset/stereoset_metrics_m6_qwen35_27b_two_pass_zero__pc__positive_contact_self_debias_two_pass_positive_contact.csv,DIY Two Pass (IT),positive_contact,Positive contact
bbq,BBQ Ambig.,base,Base Model,Bias_score_ambig,Bias score ambig.,0,5.708,5.708,results/new_results/m3_qwen35_27b_base_all5/bbq/bbq_metrics_m3_qwen35_27b_base_bbq.csv,Base Model,__base__,Base Model
bbq,BBQ Ambig.,icl_stereotype_replacement,ICL,Bias_score_ambig,Bias score ambig.,0,12.255,12.255,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_sr_bbq.csv,ICL,stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,diy_it_stereotype_replacement,DIY IT,Bias_score_ambig,Bias score ambig.,0,5.804,5.804,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_sr_bbq.csv,DIY IT,stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,1.139,1.139,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,1.734,1.734,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Ambig.,icl_individuating,ICL,Bias_score_ambig,Bias score ambig.,0,11.533,11.533,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_ind_bbq.csv,ICL,individuating,Individuation
bbq,BBQ Ambig.,diy_it_individuating,DIY IT,Bias_score_ambig,Bias score ambig.,0,6.358,6.358,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_ind_bbq.csv,DIY IT,individuating,Individuation
bbq,BBQ Ambig.,diy_twopass_no_it_individuating,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,1.939,1.939,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/bbq/bbq_metrics.csv,DIY Two Pass (No IT),individuating,Individuation
bbq,BBQ Ambig.,diy_twopass_it_individuating,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,5.941,5.941,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ind__individuating/bbq/bbq_metrics.csv,DIY Two Pass (IT),individuating,Individuation
bbq,BBQ Ambig.,icl_perspective_taking,ICL,Bias_score_ambig,Bias score ambig.,0,12.272,12.272,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_pt_bbq.csv,ICL,perspective_taking,Perspective-taking
bbq,BBQ Ambig.,diy_it_perspective_taking,DIY IT,Bias_score_ambig,Bias score ambig.,0,5.951,5.951,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_pt_bbq.csv,DIY IT,perspective_taking,Perspective-taking
bbq,BBQ Ambig.,diy_twopass_no_it_perspective_taking,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,0.852,0.852,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_perspective_taking__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (No IT),perspective_taking,Perspective-taking
bbq,BBQ Ambig.,diy_twopass_it_perspective_taking,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,0.814,0.814,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pt__perspective_taking/bbq/bbq_metrics.csv,DIY Two Pass (IT),perspective_taking,Perspective-taking
bbq,BBQ Ambig.,icl_counter_imaging,ICL,Bias_score_ambig,Bias score ambig.,0,12.371,12.371,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_ci_bbq.csv,ICL,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,diy_it_counter_imaging,DIY IT,Bias_score_ambig,Bias score ambig.,0,6.194,6.194,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_ci_bbq.csv,DIY IT,counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,diy_twopass_no_it_counter_imaging,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,0.999,0.999,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_counter_imaging__counter_imaging/bbq/bbq_metrics.csv,DIY Two Pass (No IT),counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,diy_twopass_it_counter_imaging,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,1.187,1.187,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__ci__counter_imaging/bbq/bbq_metrics.csv,DIY Two Pass (IT),counter_imaging,Counter-stereotypic imaging
bbq,BBQ Ambig.,icl_positive_contact,ICL,Bias_score_ambig,Bias score ambig.,0,11.608,11.608,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_pc_bbq.csv,ICL,positive_contact,Positive contact
bbq,BBQ Ambig.,diy_it_positive_contact,DIY IT,Bias_score_ambig,Bias score ambig.,0,5.831,5.831,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_pc_bbq.csv,DIY IT,positive_contact,Positive contact
bbq,BBQ Ambig.,diy_twopass_no_it_positive_contact,DIY Two Pass (No IT),Bias_score_ambig,Bias score ambig.,0,2.124,2.124,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_positive_contact__positive_contact/bbq/bbq_metrics.csv,DIY Two Pass (No IT),positive_contact,Positive contact
bbq,BBQ Ambig.,diy_twopass_it_positive_contact,DIY Two Pass (IT),Bias_score_ambig,Bias score ambig.,0,2.955,2.955,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__pc__positive_contact/bbq/bbq_metrics.csv,DIY Two Pass (IT),positive_contact,Positive contact
bbq,BBQ Disambig.,base,Base Model,Bias_score_disambig,Bias score disambig.,0,0.884,0.884,results/new_results/m3_qwen35_27b_base_all5/bbq/bbq_metrics_m3_qwen35_27b_base_bbq.csv,Base Model,__base__,Base Model
bbq,BBQ Disambig.,icl_stereotype_replacement,ICL,Bias_score_disambig,Bias score disambig.,0,1.167,1.167,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_sr_bbq.csv,ICL,stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,diy_it_stereotype_replacement,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.796,0.796,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_sr_bbq.csv,DIY IT,stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,diy_twopass_no_it_stereotype_replacement,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,-0.092,0.092,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_stereotype_replacement__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (No IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,diy_twopass_it_stereotype_replacement,DIY Two Pass (IT),Bias_score_disambig,Bias score disambig.,0,0.476,0.476,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__sr__stereotype_replacement/bbq/bbq_metrics.csv,DIY Two Pass (IT),stereotype_replacement,Stereotype replacement
bbq,BBQ Disambig.,icl_individuating,ICL,Bias_score_disambig,Bias score disambig.,0,0.974,0.974,results/new_results/m4_base_icl_zero/m4_base_icl_zero_allmodels_20260514_005736/qwen35_27b/bbq/bbq_metrics_m4_baseicl_zero_qwen35_27b_ind_bbq.csv,ICL,individuating,Individuation
bbq,BBQ Disambig.,diy_it_individuating,DIY IT,Bias_score_disambig,Bias score disambig.,0,0.735,0.735,results/new_results/m3_finetune_qwen35_27b_ms500/bbq/bbq_metrics_m3_qwen35_27b_ms500_ind_bbq.csv,DIY IT,individuating,Individuation
bbq,BBQ Disambig.,diy_twopass_no_it_individuating,DIY Two Pass (No IT),Bias_score_disambig,Bias score disambig.,0,0.944,0.944,results/new_results/m6_qwen35_27b_reasoning_plus_original5/m6_qwen35_27b_reasoning_plus_original5_ordered_20260504_220932/m6/eval/m6_qwen35_27b_two_pass_zero__base_individuating__individuating/bbq/bbq_metrics.csv,DIY Two Pass (No IT),individuating,Individuation
